Report generated on January 2022.
Detailed sales data for year 2021.


ID	Order ID	Customer Name	State	Region-Rep	Product	Category	Quarter	Numeral	Order Date	Shipped Date	Quantity	Price	Total Sales
723	3119	The Wall	NJ	Northeast-Carter	Music player	Audio-Video	Quarter 4	Fourth	12/3/2021	12/9/2021	21	$134.99	"$2,861.79"
93	3120	Ecofriendly Sporting	IN	Midwest-Alvarez	Tablet computer	Computers	Quarter 4	Fourth	11/1/2021	11/2/2021	23	$325.00	"$7,345.00"
770	3121	Fuller & Ackerman Publishing	NY	Northeast-Carter	Television	Audio-Video	Quarter 4	Fourth	12/9/2021	12/15/2021	9	$295.19	"$2,597.67"
166	3122	Cala Foods	MI	Midwest-Tucker	Music player	Audio-Video	Quarter 3	Third	9/25/2021	9/30/2021	23	$134.99	"$3,050.77"
44	3123	Infinite Wealth	IL	Midwest-Tucker	Television	Audio-Video	Quarter 3	Third	9/1/2021	9/4/2021	18	$295.19	"$5,372.46"
397	3124	Mr. Steak	SD	Midwest-Alvarez	Bluetooth speaker	Audio-Video	Quarter 2	Second	4/19/2021	4/22/2021	21	$154.95	"$3,207.47"
1449	3125	My Footprint Sports	CO	West-Reyes	Laptop	Computers	Quarter 2	Second	4/22/2021	4/27/2021	22	$329.25	"$7,177.65"
431	3126	Skaggs-Alpha Beta	WI	Midwest-Tucker	Music player	Audio-Video	Quarter 4	Fourth	10/19/2021	10/23/2021	16	$134.99	"$2,146.34"
1411	3127	Compact Disc Center	WV	Southeast-Oliver	Bluetooth speaker	Audio-Video	Quarter 2	Second	5/29/2021	6/2/2021	19	$154.95	"$2,959.55"
1821	3128	Coconut's	MT	West-Reyes	Music player	Audio-Video	Quarter 1	First	1/22/2021	1/24/2021	9	$134.99	"$1,174.41"
849	3129	Pointers	RI	Northeast-Price	Tablet computer	Computers	Quarter 3	Third	8/26/2021	8/27/2021	8	$325.00	"$2,600.00"
1936	3130	Thorofare	WY	West-Reyes	Laptop	Computers	Quarter 2	Second	4/18/2021	4/18/2021	17	$329.25	"$5,432.63"
282	3131	Hughes & Hatcher	ND	Midwest-Alvarez	Mobile phone	Cameras and Phones	Quarter 3	Third	7/4/2021	7/6/2021	17	$285.99	"$4,833.23"
645	3132	Keeney's	ME	Northeast-Carter	Television	Audio-Video	Quarter 2	Second	4/4/2021	4/8/2021	6	$295.19	"$1,741.62"
549	3133	Little Tavern	MA	Northeast-Price	Video game console	Game Consoles	Quarter 2	Second	5/7/2021	5/10/2021	15	$349.00	"$5,304.80"
1864	3134	Music Plus	NV	West-Reyes	Television	Audio-Video	Quarter 4	Fourth	10/14/2021	10/14/2021	20	$295.19	"$5,903.80"
1249	3135	National Hardgoods Distributors	MS	Southeast-Mason	Bluetooth speaker	Audio-Video	Quarter 2	Second	6/20/2021	6/26/2021	13	$154.95	"$2,060.84"
850	3136	John Plain	RI	Northeast-Price	Mobile phone	Cameras and Phones	Quarter 3	Third	8/30/2021	9/4/2021	11	$285.99	"$3,174.49"
1312	3137	Quality Realty Service	SC	Southeast-Mason	Video game console	Game Consoles	Quarter 4	Fourth	10/26/2021	10/26/2021	20	$349.00	"$6,875.30"
1497	3138	Greene City Legal Services	HI	West-Reyes	Camera	Cameras and Phones	Quarter 1	First	2/1/2021	2/5/2021	18	$299.00	"$5,471.70"
1044	3139	Music Plus	AR	Southeast-Mason	Tablet computer	Computers	Quarter 2	Second	4/27/2021	5/3/2021	24	$325.00	"$7,670.00"
1132	3140	Best Products	GA	Southeast-Oliver	Printer	Printers	Quarter 2	Second	4/23/2021	4/24/2021	24	$99.99	"$2,389.76"
999	3141	Chloe Community Gallery and Workshop	AL	Southeast-Mason	Mobile phone	Cameras and Phones	Quarter 4	Fourth	11/15/2021	11/19/2021	22	$285.99	"$6,377.58"
1734	3142	Forth & Towne	HI	West-Reyes	Bluetooth speaker	Audio-Video	Quarter 2	Second	5/25/2021	5/25/2021	17	$154.95	"$2,680.64"
199	3143	Rustler Steak House	MN	Midwest-Alvarez	Bluetooth speaker	Audio-Video	Quarter 4	Fourth	11/11/2021	11/11/2021	24	$154.95	"$3,734.30"
1937	3144	De Pinna	WY	West-Reyes	Laptop	Computers	Quarter 2	Second	4/2/2021	4/4/2021	13	$329.25	"$4,346.10"
283	3145	Rudison Technologies	ND	Midwest-Alvarez	Video game console	Game Consoles	Quarter 1	First	1/7/2021	1/9/2021	19	$349.00	"$6,735.70"
513	3146	Coconut's	DE	Northeast-Price	Printer	Printers	Quarter 3	Third	8/13/2021	8/16/2021	9	$99.99	$879.91
598	3147	Compact Disc Center	MD	Northeast-Carter	Television	Audio-Video	Quarter 1	First	1/5/2021	1/6/2021	8	$295.19	"$2,332.00"
1529	3148	My Footprint Sports	ID	West-Reyes	Camera	Cameras and Phones	Quarter 1	First	2/27/2021	3/3/2021	18	$299.00	"$5,262.40"
1450	3149	Big D Supermarkets	UT	West-Reyes	Video game console	Game Consoles	Quarter 3	Third	9/9/2021	9/11/2021	11	$349.00	"$3,908.80"
1608	3150	Rustler Steak House	AK	West-Reyes	Laptop	Computers	Quarter 2	Second	6/5/2021	6/5/2021	8	$329.25	"$2,601.08"
321	3151	Greene City Nursery School	NE	Midwest-Alvarez	Bluetooth speaker	Audio-Video	Quarter 2	Second	4/5/2021	4/6/2021	24	$154.95	"$3,703.31"
1451	3152	Ecofriendly Sporting	NV	West-Reyes	Video game console	Game Consoles	Quarter 1	First	3/4/2021	3/9/2021	18	$349.00	"$6,351.80"
1412	3153	Greene City Nursery School	WV	Southeast-Mason	Tablet computer	Computers	Quarter 4	Fourth	10/20/2021	10/26/2021	6	$325.00	"$1,885.00"
1452	3154	Hand Loved Craft Supplies	AK	West-Reyes	Mobile phone	Cameras and Phones	Quarter 1	First	1/15/2021	1/19/2021	19	$285.99	"$5,348.01"
45	3155	A Plus Lawn Care	IL	Midwest-Alvarez	Camera	Cameras and Phones	Quarter 4	Fourth	11/17/2021	11/22/2021	8	$299.00	"$2,272.40"
284	3156	Network Air	ND	Midwest-Tucker	Tablet computer	Computers	Quarter 1	First	1/19/2021	1/24/2021	7	$325.00	"$2,145.00"
46	3157	Big D Supermarkets	IL	Midwest-Alvarez	Printer	Printers	Quarter 4	Fourth	10/20/2021	10/20/2021	18	$99.99	"$1,839.82"
1208	3158	Bodega Club	LA	Southeast-Mason	Music player	Audio-Video	Quarter 4	Fourth	12/12/2021	12/16/2021	19	$134.99	"$2,618.81"
1209	3159	Smitty's Marketplace	LA	Southeast-Oliver	Music player	Audio-Video	Quarter 4	Fourth	12/5/2021	12/7/2021	16	$134.99	"$2,092.35"
550	3160	Network Air	MA	Northeast-Carter	Mobile phone	Cameras and Phones	Quarter 3	Third	7/23/2021	7/29/2021	14	$285.99	"$3,918.06"
1693	3161	De Pinna	CO	West-Reyes	Television	Audio-Video	Quarter 4	Fourth	10/21/2021	10/25/2021	25	$295.19	"$7,261.67"
599	3162	Building with Heart	MD	Northeast-Price	Television	Audio-Video	Quarter 2	Second	4/30/2021	5/3/2021	12	$295.19	"$3,483.24"
1091	3163	Quest Technology Service	FL	Southeast-Mason	Tablet computer	Computers	Quarter 1	First	3/23/2021	3/26/2021	7	$325.00	"$2,275.00"
94	3164	Garden Master	IN	Midwest-Tucker	Television	Audio-Video	Quarter 4	Fourth	12/11/2021	12/11/2021	22	$295.19	"$6,582.74"
551	3165	Infinite Wealth	MA	Northeast-Carter	Video game console	Game Consoles	Quarter 3	Third	8/16/2021	8/19/2021	20	$349.00	"$6,910.20"
1694	3166	Bodega Club	CO	West-Reyes	Video game console	Game Consoles	Quarter 4	Fourth	12/4/2021	12/10/2021	21	$349.00	"$7,224.30"
724	3167	Music Plus	NJ	Northeast-Price	Laptop	Computers	Quarter 2	Second	4/10/2021	4/15/2021	24	$329.25	"$8,000.78"
47	3168	Rudison Technologies	IL	Midwest-Alvarez	Camera	Cameras and Phones	Quarter 1	First	2/26/2021	2/27/2021	17	$299.00	"$5,172.70"
1171	3169	Smitty's Marketplace	KY	Southeast-Mason	Camera	Cameras and Phones	Quarter 4	Fourth	11/4/2021	11/9/2021	24	$299.00	"$7,086.30"
285	3170	Richland State College at Greene City	ND	Midwest-Alvarez	Bluetooth speaker	Audio-Video	Quarter 4	Fourth	11/17/2021	11/21/2021	13	$154.95	"$1,983.36"
1735	3171	National Auto Parts	HI	West-Reyes	Tablet computer	Computers	Quarter 1	First	2/4/2021	2/9/2021	23	$325.00	"$7,377.50"
514	3172	Little Tavern	DE	Northeast-Price	Mobile phone	Cameras and Phones	Quarter 1	First	3/3/2021	3/7/2021	24	$285.99	"$6,949.56"
1210	3173	Life's Gold	LA	Southeast-Mason	Camera	Cameras and Phones	Quarter 4	Fourth	11/21/2021	11/26/2021	11	$299.00	"$3,229.20"
811	3174	Mixed Messages Media	PA	Northeast-Price	Camera	Cameras and Phones	Quarter 4	Fourth	12/12/2021	12/14/2021	13	$299.00	"$3,797.30"
919	3175	Cardinal Stores	OR	NorthWest-Barnes	Television	Audio-Video	Quarter 1	First	3/17/2021	3/19/2021	8	$295.19	"$2,420.56"
286	3176	Raleigh's	ND	Midwest-Alvarez	Camera	Cameras and Phones	Quarter 1	First	3/5/2021	3/6/2021	6	$299.00	"$1,853.80"
1313	3177	Music Plus	SC	Southeast-Mason	Bluetooth speaker	Audio-Video	Quarter 1	First	1/2/2021	1/2/2021	6	$154.95	$898.71
676	3178	Mixed Messages Media	NH	Northeast-Carter	Video game console	Game Consoles	Quarter 3	Third	9/27/2021	10/2/2021	17	$349.00	"$5,863.20"
432	3179	Bettendorf's	WI	Midwest-Tucker	Video game console	Game Consoles	Quarter 1	First	3/8/2021	3/14/2021	15	$349.00	"$5,200.10"
1573	3180	Coconut's	CA	West-Reyes	Printer	Printers	Quarter 3	Third	8/26/2021	8/29/2021	9	$99.99	$899.91
1045	3181	Smitty's Marketplace	AR	Southeast-Mason	Mobile phone	Cameras and Phones	Quarter 4	Fourth	12/29/2021	1/4/2020	22	$285.99	"$6,377.58"
1000	3182	Greene City Nursery School	AL	Southeast-Mason	Music player	Audio-Video	Quarter 4	Fourth	12/3/2021	12/4/2021	9	$134.99	"$1,241.91"
1001	3183	Rudison Technologies	AL	Southeast-Mason	Printer	Printers	Quarter 2	Second	4/21/2021	4/22/2021	5	$99.99	$519.95
1376	3184	Flagg Bros. Shoes	VA	Southeast-Mason	Tablet computer	Computers	Quarter 4	Fourth	10/13/2021	10/17/2021	8	$325.00	"$2,697.50"
962	3185	Thorofare	WA	NorthWest-Barnes	Camera	Cameras and Phones	Quarter 4	Fourth	11/9/2021	11/9/2021	11	$299.00	"$3,229.20"
322	3186	The Record Shops at TSS	NE	Midwest-Tucker	Video game console	Game Consoles	Quarter 3	Third	8/7/2021	8/9/2021	16	$349.00	"$5,409.50"
1574	3187	Mr. Steak	ID	West-Reyes	Television	Audio-Video	Quarter 1	First	3/20/2021	3/22/2021	11	$295.19	"$3,129.01"
1413	3188	Quality Realty Service	WV	Southeast-Oliver	Laptop	Computers	Quarter 3	Third	8/7/2021	8/10/2021	15	$329.25	"$5,037.53"
95	3189	National Hardgoods Distributors	IN	Midwest-Alvarez	Video game console	Game Consoles	Quarter 4	Fourth	12/5/2021	12/11/2021	11	$349.00	"$3,804.10"
16	3190	Compact Disc Center	IA	Midwest-Alvarez	Mobile phone	Cameras and Phones	Quarter 1	First	1/24/2021	1/27/2021	13	$285.99	"$3,775.07"
323	3191	Bodega Club	NE	Midwest-Tucker	Laptop	Computers	Quarter 2	Second	4/11/2021	4/14/2021	5	$329.25	"$1,712.10"
1498	3192	Cardinal Stores	CA	West-Reyes	Bluetooth speaker	Audio-Video	Quarter 4	Fourth	12/20/2021	12/22/2021	6	$154.95	$867.72
877	3193	Flagg Bros. Shoes	VT	Northeast-Price	Bluetooth speaker	Audio-Video	Quarter 1	First	3/5/2021	3/8/2021	23	$154.95	"$3,579.35"
398	3194	Skaggs-Alpha Beta	SD	Midwest-Alvarez	Mobile phone	Cameras and Phones	Quarter 2	Second	4/4/2021	4/7/2021	5	$285.99	"$1,544.35"
1092	3195	Keeney's	FL	Southeast-Oliver	Bluetooth speaker	Audio-Video	Quarter 1	First	1/19/2021	1/20/2021	6	$154.95	$867.72
48	3196	Hughes & Hatcher	IL	Midwest-Tucker	Printer	Printers	Quarter 1	First	3/25/2021	3/29/2021	14	$99.99	"$1,349.87"
1453	3197	Coconut's	AZ	Southwest-Adams	Laptop	Computers	Quarter 2	Second	4/23/2021	4/26/2021	8	$329.25	"$2,568.15"
1211	3198	Realty Zone	LA	Southeast-Mason	Bluetooth speaker	Audio-Video	Quarter 4	Fourth	12/1/2021	12/2/2021	10	$154.95	"$1,595.99"
1695	3199	Greene City BBQ Kitchen	CO	West-Reyes	Bluetooth speaker	Audio-Video	Quarter 2	Second	6/20/2021	6/25/2021	8	$154.95	"$1,208.61"
1172	3200	Garden Master	KY	Southeast-Mason	Tablet computer	Computers	Quarter 1	First	2/8/2021	2/9/2021	11	$325.00	"$3,640.00"
1286	3201	Realty Zone	NC	Southeast-Mason	Mobile phone	Cameras and Phones	Quarter 2	Second	5/12/2021	5/12/2021	6	$285.99	"$1,630.14"
1822	3202	Life's Gold	MT	West-Reyes	Camera	Cameras and Phones	Quarter 1	First	3/3/2021	3/9/2021	17	$299.00	"$5,172.70"
1002	3203	Sea-Zones Greeting Card Company	AL	Southeast-Mason	Laptop	Computers	Quarter 1	First	3/23/2021	3/26/2021	18	$329.25	"$5,761.88"
479	3204	Greene City BBQ Kitchen	CT	Northeast-Carter	Video game console	Game Consoles	Quarter 2	Second	5/8/2021	5/11/2021	11	$349.00	"$3,804.10"
1377	3205	Life's Gold	VA	Southeast-Mason	Printer	Printers	Quarter 3	Third	9/19/2021	9/19/2021	5	$99.99	$519.95
1938	3206	Balanced Fortune	WY	West-Reyes	Printer	Printers	Quarter 1	First	2/28/2021	3/5/2021	15	$99.99	"$1,469.85"
167	3207	Life's Gold	MI	Midwest-Alvarez	Video game console	Game Consoles	Quarter 4	Fourth	12/23/2021	12/26/2021	25	$349.00	"$8,550.50"
1173	3208	12PointFont	KY	Southeast-Mason	Mobile phone	Cameras and Phones	Quarter 3	Third	9/6/2021	9/10/2021	20	$285.99	"$5,662.60"
963	3209	National Auto Parts	WA	NorthWest-Barnes	Tablet computer	Computers	Quarter 3	Third	9/1/2021	9/7/2021	24	$325.00	"$7,897.50"
552	3210	Life's Gold	MA	Northeast-Carter	Laptop	Computers	Quarter 1	First	2/14/2021	2/20/2021	14	$329.25	"$4,444.88"
515	3211	Keeney's	DE	Northeast-Price	Printer	Printers	Quarter 4	Fourth	10/18/2021	10/23/2021	11	$99.99	"$1,109.89"
1609	3212	Garden Master	AK	West-Reyes	Television	Audio-Video	Quarter 3	Third	7/26/2021	8/1/2021	23	$295.19	"$6,759.85"
49	3213	Rustler Steak House	IL	Midwest-Alvarez	Mobile phone	Cameras and Phones	Quarter 2	Second	6/29/2021	6/30/2021	13	$285.99	"$3,574.88"
96	3214	Flagg Bros. Shoes	IN	Midwest-Alvarez	Printer	Printers	Quarter 2	Second	5/22/2021	5/25/2021	8	$99.99	$779.92
200	3215	Bit by Bit Fitness	MN	Midwest-Tucker	Music player	Audio-Video	Quarter 3	Third	9/11/2021	9/16/2021	11	$134.99	"$1,430.89"
201	3216	De Pinna	MN	Midwest-Tucker	Video game console	Game Consoles	Quarter 4	Fourth	11/9/2021	11/15/2021	16	$349.00	"$5,514.20"
1046	3217	Coconut's	AR	Southeast-Mason	Music player	Audio-Video	Quarter 4	Fourth	12/29/2021	1/1/2020	24	$134.99	"$3,185.76"
433	3218	Sea-Zones Greeting Card Company	WI	Midwest-Alvarez	Music player	Audio-Video	Quarter 1	First	2/22/2021	2/23/2021	10	$134.99	"$1,390.40"
434	3219	Hand Loved Craft Supplies	WI	Midwest-Alvarez	Mobile phone	Cameras and Phones	Quarter 2	Second	4/17/2021	4/18/2021	23	$285.99	"$6,491.97"
964	3220	National Auto Parts	WA	NorthWest-Barnes	Camera	Cameras and Phones	Quarter 2	Second	4/29/2021	5/1/2021	8	$299.00	"$2,242.50"
435	3221	Hexa Web Hosting	WI	Midwest-Alvarez	Laptop	Computers	Quarter 4	Fourth	10/15/2021	10/21/2021	10	$329.25	"$3,160.80"
1287	3222	Rossi Auto Parts	NC	Southeast-Oliver	Printer	Printers	Quarter 4	Fourth	12/6/2021	12/7/2021	22	$99.99	"$2,169.78"
553	3223	12PointFont	MA	Northeast-Carter	Music player	Audio-Video	Quarter 3	Third	8/22/2021	8/25/2021	21	$134.99	"$2,821.29"
1414	3224	Ecofriendly Sporting	WV	Southeast-Mason	Tablet computer	Computers	Quarter 1	First	1/5/2021	1/10/2021	19	$325.00	"$6,272.50"
364	3225	Realty Zone	OH	Midwest-Tucker	Mobile phone	Cameras and Phones	Quarter 4	Fourth	10/5/2021	10/7/2021	12	$285.99	"$3,489.08"
1774	3226	Little Tavern	ID	West-Reyes	Laptop	Computers	Quarter 4	Fourth	12/3/2021	12/3/2021	9	$329.25	"$2,798.63"
771	3227	The Family Sing Center	NY	Northeast-Price	Video game console	Game Consoles	Quarter 4	Fourth	10/31/2021	11/1/2021	9	$349.00	"$3,001.40"
1314	3228	Balanced Fortune	SC	Southeast-Mason	Tablet computer	Computers	Quarter 2	Second	6/24/2021	6/28/2021	13	$325.00	"$4,257.50"
516	3229	Forth & Towne	DE	Northeast-Price	Laptop	Computers	Quarter 2	Second	6/10/2021	6/10/2021	21	$329.25	"$6,848.40"
50	3230	Rustler Steak House	IL	Midwest-Alvarez	Laptop	Computers	Quarter 2	Second	6/27/2021	7/2/2021	18	$329.25	"$5,959.43"
1315	3231	Chloe Community Gallery and Workshop	SC	Southeast-Mason	Video game console	Game Consoles	Quarter 4	Fourth	10/24/2021	10/30/2021	17	$349.00	"$5,863.20"
17	3232	Luskin's	IA	Midwest-Alvarez	Music player	Audio-Video	Quarter 2	Second	5/6/2021	5/7/2021	10	$134.99	"$1,403.90"
1454	3233	Pointers	AZ	Southwest-Adams	Camera	Cameras and Phones	Quarter 1	First	2/15/2021	2/16/2021	16	$299.00	"$4,754.10"
1736	3234	Konsili	HI	West-Reyes	Bluetooth speaker	Audio-Video	Quarter 1	First	1/14/2021	1/18/2021	24	$154.95	"$3,641.33"
1907	3235	Mr. Steak	UT	West-Reyes	Video game console	Game Consoles	Quarter 1	First	3/6/2021	3/10/2021	7	$349.00	"$2,408.10"
812	3236	Bodega Club	PA	Northeast-Price	Tablet computer	Computers	Quarter 3	Third	8/7/2021	8/7/2021	24	$325.00	"$7,865.00"
1775	3237	Sea-Zones Greeting Card Company	ID	West-Reyes	Tablet computer	Computers	Quarter 3	Third	9/7/2021	9/9/2021	9	$325.00	"$3,022.50"
1776	3238	Flagg Bros. Shoes	ID	West-Reyes	Bluetooth speaker	Audio-Video	Quarter 2	Second	5/26/2021	5/30/2021	9	$154.95	"$1,317.08"
965	3239	The Record Shops at TSS	WA	NorthWest-Barnes	Music player	Audio-Video	Quarter 4	Fourth	12/26/2021	12/26/2021	14	$134.99	"$1,889.86"
772	3240	Burger Chef	NY	Northeast-Carter	Music player	Audio-Video	Quarter 3	Third	7/16/2021	7/22/2021	21	$134.99	"$2,780.79"
51	3241	The Record Shops at TSS	IL	Midwest-Tucker	Laptop	Computers	Quarter 3	Third	8/26/2021	8/27/2021	20	$329.25	"$6,585.00"
1777	3242	Richland State College at Greene City	ID	West-Reyes	Television	Audio-Video	Quarter 3	Third	8/27/2021	8/27/2021	19	$295.19	"$5,638.13"
1093	3243	Fuller & Ackerman Publishing	FL	Southeast-Mason	Television	Audio-Video	Quarter 4	Fourth	10/1/2021	10/3/2021	7	$295.19	"$2,154.89"
1530	3244	Little Tavern	OK	Southwest-Adams	Bluetooth speaker	Audio-Video	Quarter 1	First	1/10/2021	1/10/2021	24	$154.95	"$3,749.79"
1174	3245	Hudson's MensWear	KY	Southeast-Oliver	Mobile phone	Cameras and Phones	Quarter 2	Second	4/19/2021	4/23/2021	13	$285.99	"$3,775.07"
1575	3246	Konsili	TX	Southwest-Adams	Music player	Audio-Video	Quarter 3	Third	8/20/2021	8/22/2021	16	$134.99	"$2,132.84"
1455	3247	Rustler Steak House	AZ	Southwest-Adams	Music player	Audio-Video	Quarter 2	Second	6/28/2021	6/30/2021	6	$134.99	$782.94
646	3248	Cala Foods	ME	Northeast-Price	Printer	Printers	Quarter 1	First	2/21/2021	2/25/2021	6	$99.99	$579.94
1823	3249	Smitty's Marketplace	MT	West-Reyes	Tablet computer	Computers	Quarter 2	Second	5/27/2021	5/28/2021	10	$325.00	"$3,315.00"
554	3250	Burger Chef	MA	Northeast-Carter	Laptop	Computers	Quarter 3	Third	8/24/2021	8/29/2021	10	$329.25	"$3,226.65"
1610	3251	Mr. Steak	AK	West-Reyes	Music player	Audio-Video	Quarter 3	Third	9/15/2021	9/21/2021	6	$134.99	$809.94
1094	3252	Greene City BBQ Kitchen	FL	Southeast-Mason	Tablet computer	Computers	Quarter 4	Fourth	11/17/2021	11/20/2021	9	$325.00	"$2,990.00"
1095	3253	Mixed Messages Media	FL	Southeast-Oliver	Camera	Cameras and Phones	Quarter 1	First	2/17/2021	2/20/2021	8	$299.00	"$2,362.10"
1133	3254	CSK Auto	GA	Southeast-Mason	Laptop	Computers	Quarter 3	Third	8/22/2021	8/26/2021	23	$329.25	"$7,473.98"
1531	3255	Forth & Towne	OK	Southwest-Adams	Printer	Printers	Quarter 1	First	2/13/2021	2/17/2021	20	$99.99	"$1,949.81"
725	3256	Garden Master	NJ	Northeast-Price	Tablet computer	Computers	Quarter 4	Fourth	10/4/2021	10/8/2021	21	$325.00	"$6,825.00"
677	3257	Mixed Messages Media	NH	Northeast-Price	Camera	Cameras and Phones	Quarter 1	First	2/8/2021	2/14/2021	6	$299.00	"$1,704.30"
773	3258	Cala Foods	NY	Northeast-Carter	Mobile phone	Cameras and Phones	Quarter 3	Third	8/21/2021	8/27/2021	14	$285.99	"$3,975.26"
18	3259	Bettendorf's	IA	Midwest-Tucker	Printer	Printers	Quarter 4	Fourth	10/28/2021	11/2/2021	23	$99.99	"$2,249.78"
517	3260	Realty Zone	DE	Northeast-Carter	Camera	Cameras and Phones	Quarter 2	Second	4/20/2021	4/26/2021	8	$299.00	"$2,332.20"
436	3261	Franklin Simon	WI	Midwest-Tucker	Video game console	Game Consoles	Quarter 4	Fourth	10/29/2021	10/31/2021	6	$349.00	"$2,094.00"
1778	3262	Knockout Kickboxing	ID	West-Reyes	Laptop	Computers	Quarter 1	First	2/27/2021	3/1/2021	5	$329.25	"$1,679.18"
1003	3263	Earthworks Yard Maintenance	AL	Southeast-Mason	Laptop	Computers	Quarter 2	Second	4/3/2021	4/4/2021	16	$329.25	"$5,300.93"
1576	3264	Keeney's	TX	Southwest-Adams	Mobile phone	Cameras and Phones	Quarter 2	Second	5/23/2021	5/29/2021	10	$285.99	"$2,802.70"
1647	3265	Network Air	CA	West-Reyes	Tablet computer	Computers	Quarter 2	Second	6/6/2021	6/12/2021	8	$325.00	"$2,600.00"
1908	3266	Big D Supermarkets	UT	West-Reyes	Television	Audio-Video	Quarter 4	Fourth	10/6/2021	10/12/2021	12	$295.19	"$3,394.69"
1532	3267	My Footprint Sports	OK	Southwest-Adams	Camera	Cameras and Phones	Quarter 3	Third	8/13/2021	8/14/2021	24	$299.00	"$7,146.10"
920	3268	Life's Gold	OR	NorthWest-Barnes	Camera	Cameras and Phones	Quarter 1	First	3/19/2021	3/24/2021	8	$299.00	"$2,362.10"
774	3269	Chloe Community Gallery and Workshop	NY	Northeast-Price	Video game console	Game Consoles	Quarter 1	First	3/2/2021	3/8/2021	8	$349.00	"$2,687.30"
1696	3270	Little Tavern	CO	West-Reyes	Music player	Audio-Video	Quarter 4	Fourth	12/24/2021	12/29/2021	15	$134.99	"$1,957.36"
921	3271	De Pinna	OR	NorthWest-Barnes	Tablet computer	Computers	Quarter 2	Second	5/11/2021	5/17/2021	23	$325.00	"$7,540.00"
1909	3272	Cala Foods	UT	West-Reyes	Camera	Cameras and Phones	Quarter 2	Second	6/10/2021	6/14/2021	6	$299.00	"$1,764.10"
1910	3273	Greene City Legal Services	UT	West-Reyes	Laptop	Computers	Quarter 4	Fourth	11/11/2021	11/14/2021	6	$329.25	"$1,909.65"
202	3274	Hexa Web Hosting	MN	Midwest-Tucker	Music player	Audio-Video	Quarter 1	First	2/21/2021	2/22/2021	20	$134.99	"$2,672.80"
132	3275	Life's Gold	KS	Midwest-Alvarez	Laptop	Computers	Quarter 2	Second	4/4/2021	4/8/2021	10	$329.25	"$3,424.20"
52	3276	Olson's Market	IL	Midwest-Alvarez	Video game console	Game Consoles	Quarter 4	Fourth	10/26/2021	11/1/2021	18	$349.00	"$6,282.00"
555	3277	Planetbiz	MA	Northeast-Carter	Music player	Audio-Video	Quarter 4	Fourth	11/22/2021	11/25/2021	19	$134.99	"$2,497.32"
399	3278	Waccamaw Pottery	SD	Midwest-Tucker	Video game console	Game Consoles	Quarter 2	Second	4/28/2021	4/30/2021	10	$349.00	"$3,420.20"
1611	3279	Planetbiz	AK	West-Reyes	Laptop	Computers	Quarter 3	Third	8/27/2021	8/30/2021	17	$329.25	"$5,630.18"
1499	3280	Kessel Food Market	NM	Southwest-Adams	Television	Audio-Video	Quarter 3	Third	8/15/2021	8/17/2021	12	$295.19	"$3,630.84"
133	3281	Greene City Nursery School	KS	Midwest-Alvarez	Camera	Cameras and Phones	Quarter 2	Second	6/29/2021	7/5/2021	15	$299.00	"$4,455.10"
1939	3282	Helios Air	WY	West-Reyes	Music player	Audio-Video	Quarter 3	Third	9/16/2021	9/20/2021	21	$134.99	"$2,861.79"
53	3283	Rossi Auto Parts	IL	Midwest-Alvarez	Music player	Audio-Video	Quarter 1	First	2/15/2021	2/21/2021	6	$134.99	$850.44
775	3284	Fuller & Ackerman Publishing	NY	Northeast-Price	Video game console	Game Consoles	Quarter 3	Third	9/18/2021	9/18/2021	16	$349.00	"$5,409.50"
1004	3285	Balanced Fortune	AL	Southeast-Mason	Laptop	Computers	Quarter 2	Second	6/2/2021	6/7/2021	15	$329.25	"$4,839.98"
678	3286	Music Plus	NH	Northeast-Carter	Laptop	Computers	Quarter 3	Third	9/7/2021	9/7/2021	13	$329.25	"$4,313.18"
1047	3287	Kessel Food Market	AR	Southeast-Mason	Music player	Audio-Video	Quarter 1	First	3/30/2021	3/30/2021	17	$134.99	"$2,254.33"
878	3288	Cardinal Stores	VT	Northeast-Carter	Video game console	Game Consoles	Quarter 3	Third	7/27/2021	8/2/2021	17	$349.00	"$6,072.60"
1378	3289	The Record Shops at TSS	VA	Southeast-Mason	Mobile phone	Cameras and Phones	Quarter 1	First	3/3/2021	3/8/2021	15	$285.99	"$4,289.85"
287	3290	Planetbiz	ND	Midwest-Alvarez	Tablet computer	Computers	Quarter 1	First	1/10/2021	1/14/2021	17	$325.00	"$5,557.50"
851	3291	Raleigh's	RI	Northeast-Carter	Television	Audio-Video	Quarter 2	Second	6/27/2021	6/28/2021	6	$295.19	"$1,859.70"
1379	3292	Sea-Zones Greeting Card Company	VA	Southeast-Mason	Mobile phone	Cameras and Phones	Quarter 4	Fourth	11/22/2021	11/25/2021	19	$285.99	"$5,376.61"
1779	3293	Greene City BBQ Kitchen	ID	West-Reyes	Camera	Cameras and Phones	Quarter 4	Fourth	12/10/2021	12/15/2021	18	$299.00	"$5,382.00"
1533	3294	Kessel Food Market	OK	Southwest-Adams	Printer	Printers	Quarter 4	Fourth	10/25/2021	10/26/2021	17	$99.99	"$1,649.84"
324	3295	Life's Gold	NE	Midwest-Tucker	Printer	Printers	Quarter 2	Second	6/11/2021	6/12/2021	23	$99.99	"$2,249.78"
