ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal,athlete_events_sample
10064,Catrine Bengtsson,F,26,161,57,Sweden,SWE,1996 Summer,1996,Summer,Atlanta,Badminton,Badminton Women's Singles,NA,[Table]
10064,Catrine Bengtsson,F,26,161,57,Sweden-2,SWE,1996 Summer,1996,Summer,Atlanta,Badminton,Badminton Mixed Doubles,NA,[Table]
10127,Lester Benjamin,M,20,178,69,Antigua and Barbuda,ANT,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's 4 x 100 metres Relay,NA,[Table]
10127,Lester Benjamin,M,20,178,69,Antigua and Barbuda,ANT,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Men's Long Jump,NA,[Table]
10276,Fumiyuki Beppu,M,25,180,65,Japan,JPN,2008 Summer,2008,Summer,Beijing,Cycling,"Cycling Men's Road Race, Individual",NA,[Table]
10276,Fumiyuki Beppu,M,25,180,65,Japan,JPN,2008 Summer,2008,Summer,Beijing,Cycling,Cycling Men's Individual Time Trial,NA,[Table]
10276,Fumiyuki Beppu,M,29,180,65,Japan,JPN,2012 Summer,2012,Summer,London,Cycling,"Cycling Men's Road Race, Individual",NA,[Table]
10276,Fumiyuki Beppu,M,29,180,65,Japan,JPN,2012 Summer,2012,Summer,London,Cycling,Cycling Men's Individual Time Trial,NA,[Table]
10277,Richard Sam Bera,M,16,185,75,Indonesia,INA,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 50 metres Freestyle,NA,[Table]
10277,Richard Sam Bera,M,16,185,75,Indonesia,INA,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 100 metres Freestyle,NA,[Table]
10277,Richard Sam Bera,M,16,185,75,Indonesia,INA,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 200 metres Freestyle,NA,[Table]
10277,Richard Sam Bera,M,16,185,75,Indonesia,INA,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 400 metres Freestyle,NA,[Table]
10277,Richard Sam Bera,M,16,185,75,Indonesia,INA,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 200 metres Individual Medley,NA,[Table]
10277,Richard Sam Bera,M,24,185,75,Indonesia,INA,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 50 metres Freestyle,NA,[Table]
10277,Richard Sam Bera,M,24,185,75,Indonesia,INA,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 100 metres Freestyle,NA,[Table]
10277,Richard Sam Bera,M,28,185,75,Indonesia,INA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 50 metres Freestyle,NA,[Table]
10277,Richard Sam Bera,M,28,185,75,Indonesia,INA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 100 metres Freestyle,NA,[Table]
10307,Meinrad Berchtold,M,20,163,56,Switzerland,SUI,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Individual All-Around,NA,[Table]
10307,Meinrad Berchtold,M,20,163,56,Switzerland,SUI,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Team All-Around,NA,[Table]
10307,Meinrad Berchtold,M,20,163,56,Switzerland,SUI,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Floor Exercise,NA,[Table]
10307,Meinrad Berchtold,M,20,163,56,Switzerland,SUI,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Horse Vault,NA,[Table]
10307,Meinrad Berchtold,M,20,163,56,Switzerland,SUI,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Parallel Bars,NA,[Table]
10307,Meinrad Berchtold,M,20,163,56,Switzerland,SUI,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Horizontal Bar,NA,[Table]
10307,Meinrad Berchtold,M,20,163,56,Switzerland,SUI,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Rings,NA,[Table]
10307,Meinrad Berchtold,M,20,163,56,Switzerland,SUI,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Men's Pommelled Horse,NA,[Table]
10307,Meinrad Berchtold,M,24,163,56,Switzerland,SUI,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Individual All-Around,NA,[Table]
10307,Meinrad Berchtold,M,24,163,56,Switzerland,SUI,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Team All-Around,NA,[Table]
10307,Meinrad Berchtold,M,24,163,56,Switzerland,SUI,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Floor Exercise,NA,[Table]
10307,Meinrad Berchtold,M,24,163,56,Switzerland,SUI,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Horse Vault,NA,[Table]
10307,Meinrad Berchtold,M,24,163,56,Switzerland,SUI,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Parallel Bars,NA,[Table]
10307,Meinrad Berchtold,M,24,163,56,Switzerland,SUI,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Horizontal Bar,NA,[Table]
10307,Meinrad Berchtold,M,24,163,56,Switzerland,SUI,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Rings,NA,[Table]
10307,Meinrad Berchtold,M,24,163,56,Switzerland,SUI,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Men's Pommelled Horse,NA,[Table]
10310,Tibor Berczelly (Berczeller-),M,24,NA,NA,Hungary,HUN,1936 Summer,1936,Summer,Berlin,Fencing,"Fencing Men's Sabre, Team",Gold,[Table]
10310,Tibor Berczelly (Berczeller-),M,36,NA,NA,Hungary,HUN,1948 Summer,1948,Summer,London,Fencing,"Fencing Men's Sabre, Individual",NA,[Table]
10310,Tibor Berczelly (Berczeller-),M,36,NA,NA,Hungary,HUN,1948 Summer,1948,Summer,London,Fencing,"Fencing Men's Sabre, Team",Gold,[Table]
10310,Tibor Berczelly (Berczeller-),M,40,NA,NA,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Fencing,"Fencing Men's Foil, Team",Bronze,[Table]
10310,Tibor Berczelly (Berczeller-),M,40,NA,NA,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Fencing,"Fencing Men's Sabre, Individual",Bronze,[Table]
10310,Tibor Berczelly (Berczeller-),M,40,NA,NA,Hungary,HUN,1952 Summer,1952,Summer,Helsinki,Fencing,"Fencing Men's Sabre, Team",Gold,[Table]
10322,Tom Berdych,M,18,195,90,Czech Republic,CZE,2004 Summer,2004,Summer,Athina,Tennis,Tennis Men's Singles,NA,[Table]
10322,Tom Berdych,M,18,195,90,Czech Republic-2,CZE,2004 Summer,2004,Summer,Athina,Tennis,Tennis Men's Doubles,NA,[Table]
10322,Tom Berdych,M,22,195,90,Czech Republic,CZE,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Men's Singles,NA,[Table]
10322,Tom Berdych,M,22,195,90,Czech Republic-1,CZE,2008 Summer,2008,Summer,Beijing,Tennis,Tennis Men's Doubles,NA,[Table]
10322,Tom Berdych,M,26,195,90,Czech Republic,CZE,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Singles,NA,[Table]
10322,Tom Berdych,M,26,195,90,Czech Republic,CZE,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Doubles,NA,[Table]
10534,Heinrich Bergmller,M,27,180,86,Austria-1,AUT,1980 Winter,1980,Winter,Lake Placid,Bobsleigh,Bobsleigh Men's Four,NA,[Table]
10572,Nils Hugo Bergstrm,M,21,NA,NA,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Athletics,"Athletics Men's 5,000 metres",NA,[Table]
10572,Nils Hugo Bergstrm,M,21,NA,NA,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Athletics,"Athletics Men's 10,000 metres",NA,[Table]
10631,Carlos Alberto Berlocq,M,29,184,81,Argentina,ARG,2012 Summer,2012,Summer,London,Tennis,Tennis Men's Singles,NA,[Table]
11051,Gonda Joyce Betrix (Butters-),F,48,NA,NA,South Africa,RSA,1992 Summer,1992,Summer,Barcelona,Equestrianism,"Equestrianism Mixed Jumping, Individual",NA,[Table]
11145,Uwe Beyer,M,19,191,108,Germany,GER,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's Hammer Throw,Bronze,[Table]
11145,Uwe Beyer,M,23,191,108,West Germany,FRG,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's Hammer Throw,NA,[Table]
11145,Uwe Beyer,M,27,191,108,West Germany,FRG,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's Hammer Throw,NA,[Table]
11156,Tegegne Bezabeh,M,23,183,65,Ethiopia,ETH,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 200 metres,NA,[Table]
11156,Tegegne Bezabeh,M,23,183,65,Ethiopia,ETH,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Men's 400 metres,NA,[Table]
11156,Tegegne Bezabeh,M,27,183,65,Ethiopia,ETH,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Men's 400 metres,NA,[Table]
11156,Tegegne Bezabeh,M,30,183,65,Ethiopia,ETH,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 400 metres,NA,[Table]
11156,Tegegne Bezabeh,M,30,183,65,Ethiopia,ETH,1972 Summer,1972,Summer,Munich,Athletics,Athletics Men's 4 x 400 metres Relay,NA,[Table]
11341,Matthias Bieber,M,27,181,85,Switzerland,SUI,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,NA,[Table]
11372,Teo Bielefeld (-Biel),M,26,193,93,United States,USA,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Men's Coxed Fours,NA,[Table]
11526,"Geoffrey ""Geoff"" Billington",M,41,168,78,Great Britain,GBR,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Jumping, Individual",NA,[Table]
11526,"Geoffrey ""Geoff"" Billington",M,41,168,78,Great Britain,GBR,1996 Summer,1996,Summer,Atlanta,Equestrianism,"Equestrianism Mixed Jumping, Team",NA,[Table]
11526,"Geoffrey ""Geoff"" Billington",M,45,168,78,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Jumping, Individual",NA,[Table]
11526,"Geoffrey ""Geoff"" Billington",M,45,168,78,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Equestrianism,"Equestrianism Mixed Jumping, Team",NA,[Table]
11638,Michael Binzer,M,23,180,73,Denmark,DEN,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Men's 10 kilometres,NA,[Table]
11638,Michael Binzer,M,23,180,73,Denmark,DEN,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,NA,[Table]
11638,Michael Binzer,M,23,180,73,Denmark,DEN,1992 Winter,1992,Winter,Albertville,Cross Country Skiing,Cross Country Skiing Men's 10/15 kilometres Pursuit,NA,[Table]
11638,Michael Binzer,M,25,180,73,Denmark,DEN,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing Men's 10 kilometres,NA,[Table]
11638,Michael Binzer,M,25,180,73,Denmark,DEN,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,NA,[Table]
11638,Michael Binzer,M,25,180,73,Denmark,DEN,1994 Winter,1994,Winter,Lillehammer,Cross Country Skiing,Cross Country Skiing Men's 10/15 kilometres Pursuit,NA,[Table]
11638,Michael Binzer,M,29,180,73,Denmark,DEN,1998 Winter,1998,Winter,Nagano,Cross Country Skiing,Cross Country Skiing Men's 10 kilometres,NA,[Table]
11638,Michael Binzer,M,29,180,73,Denmark,DEN,1998 Winter,1998,Winter,Nagano,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres,NA,[Table]
11638,Michael Binzer,M,29,180,73,Denmark,DEN,1998 Winter,1998,Winter,Nagano,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,NA,[Table]
11638,Michael Binzer,M,29,180,73,Denmark,DEN,1998 Winter,1998,Winter,Nagano,Cross Country Skiing,Cross Country Skiing Men's 10/15 kilometres Pursuit,NA,[Table]
11663,Gustaf Malkolm Birch-Lindgren,M,39,NA,NA,Sweden,SWE,1932 Summer,1932,Summer,Los Angeles,Art Competitions,"Art Competitions Mixed Architecture, Unknown Event",NA,[Table]
11663,Gustaf Malkolm Birch-Lindgren,M,39,NA,NA,Sweden,SWE,1932 Summer,1932,Summer,Los Angeles,Art Competitions,"Art Competitions Mixed Architecture, Unknown Event",NA,[Table]
11663,Gustaf Malkolm Birch-Lindgren,M,39,NA,NA,Sweden,SWE,1932 Summer,1932,Summer,Los Angeles,Art Competitions,"Art Competitions Mixed Architecture, Unknown Event",NA,[Table]
11663,Gustaf Malkolm Birch-Lindgren,M,39,NA,NA,Sweden,SWE,1932 Summer,1932,Summer,Los Angeles,Art Competitions,"Art Competitions Mixed Architecture, Unknown Event",NA,[Table]
11814,David Bissett,M,22,185,74,Canada,CAN,1976 Summer,1976,Summer,Montreal,Hockey,Hockey Men's Hockey,NA,[Table]
11814,David Bissett,M,30,185,74,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Hockey,Hockey Men's Hockey,NA,[Table]
11900,Kristine Bjerknes,F,20,175,71,Norway,NOR,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Women's Double Sculls,NA,[Table]
12169,J. Bryan Blanshard,M,26,175,72,Canada,CAN,1992 Summer,1992,Summer,Barcelona,Badminton,Badminton Men's Singles,NA,[Table]
12169,J. Bryan Blanshard,M,26,175,72,Canada-2,CAN,1992 Summer,1992,Summer,Barcelona,Badminton,Badminton Men's Doubles,NA,[Table]
12233,Holly Bethan Bleasdale-Bradshaw,F,20,175,67,Great Britain,GBR,2012 Summer,2012,Summer,London,Athletics,Athletics Women's Pole Vault,NA,[Table]
12233,Holly Bethan Bleasdale-Bradshaw,F,24,175,67,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Pole Vault,NA,[Table]
12286,"Grard Blitz, Jr.",M,18,NA,NA,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Water Polo,Water Polo Men's Water Polo,Silver,[Table]
12286,"Grard Blitz, Jr.",M,18,NA,NA,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Swimming,Swimming Men's 100 metres Freestyle,NA,[Table]
12286,"Grard Blitz, Jr.",M,18,NA,NA,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,NA,[Table]
12286,"Grard Blitz, Jr.",M,18,NA,NA,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Swimming,Swimming Men's 100 metres Backstroke,Bronze,[Table]
12286,"Grard Blitz, Jr.",M,22,NA,NA,Belgium,BEL,1924 Summer,1924,Summer,Paris,Water Polo,Water Polo Men's Water Polo,Silver,[Table]
12286,"Grard Blitz, Jr.",M,22,NA,NA,Belgium,BEL,1924 Summer,1924,Summer,Paris,Swimming,Swimming Men's 100 metres Backstroke,NA,[Table]
12286,"Grard Blitz, Jr.",M,26,NA,NA,Belgium,BEL,1928 Summer,1928,Summer,Amsterdam,Water Polo,Water Polo Men's Water Polo,NA,[Table]
12286,"Grard Blitz, Jr.",M,26,NA,NA,Belgium,BEL,1928 Summer,1928,Summer,Amsterdam,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,NA,[Table]
12286,"Grard Blitz, Jr.",M,26,NA,NA,Belgium,BEL,1928 Summer,1928,Summer,Amsterdam,Swimming,Swimming Men's 100 metres Backstroke,NA,[Table]
12286,"Grard Blitz, Jr.",M,35,NA,NA,Belgium,BEL,1936 Summer,1936,Summer,Berlin,Water Polo,Water Polo Men's Water Polo,Bronze,[Table]
12334,"Cornelis Franciscus Johannes ""Cor"" Blommers",M,26,NA,NA,Netherlands,NED,1928 Summer,1928,Summer,Amsterdam,Boxing,Boxing Men's Welterweight,NA,[Table]
12536,Arkady Andreyevich Bochkaryov,M,25,NA,NA,Soviet Union,URS,1956 Summer,1956,Summer,Melbourne,Basketball,Basketball Men's Basketball,Silver,[Table]
12860,Victor Charles Gustave Boin,M,22,NA,NA,Belgium,BEL,1908 Summer,1908,Summer,London,Water Polo,Water Polo Men's Water Polo,Silver,[Table]
12860,Victor Charles Gustave Boin,M,22,NA,NA,Belgium,BEL,1908 Summer,1908,Summer,London,Swimming,Swimming Men's 100 metres Freestyle,NA,[Table]
12860,Victor Charles Gustave Boin,M,26,NA,NA,Belgium,BEL,1912 Summer,1912,Summer,Stockholm,Water Polo,Water Polo Men's Water Polo,Bronze,[Table]
12860,Victor Charles Gustave Boin,M,26,NA,NA,Belgium,BEL,1912 Summer,1912,Summer,Stockholm,Fencing,"Fencing Men's epee, Individual",NA,[Table]
12860,Victor Charles Gustave Boin,M,34,NA,NA,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Fencing,"Fencing Men's epee, Individual",NA,[Table]
12860,Victor Charles Gustave Boin,M,34,NA,NA,Belgium,BEL,1920 Summer,1920,Summer,Antwerpen,Fencing,"Fencing Men's epee, Team",Silver,[Table]
12933,Mauricio Bolaos,M,29,172,63,El Salvador,ESA,1968 Summer,1968,Summer,Mexico City,Cycling,"Cycling Men's Road Race, Individual",NA,[Table]
12933,Mauricio Bolaos,M,29,172,63,El Salvador,ESA,1968 Summer,1968,Summer,Mexico City,Cycling,Cycling Men's 100 kilometres Team Time Trial,NA,[Table]
13001,Lars-Arne Torsten Blling,M,27,178,66,Sweden,SWE,1972 Winter,1972,Winter,Sapporo,Cross Country Skiing,Cross Country Skiing Men's 50 kilometres,NA,[Table]
13025,Olga Bolova,F,24,174,56,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's High Jump,NA,[Table]
13025,Olga Bolova,F,28,174,56,Moldova,MDA,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Women's High Jump,NA,[Table]
13025,Olga Bolova,F,32,174,56,Moldova,MDA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Women's High Jump,NA,[Table]
13025,Olga Bolova,F,36,174,56,Moldova,MDA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's Triple Jump,NA,[Table]
13639,Mihai Bor,M,25,171,67,Romania,ROU,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Individual All-Around,NA,[Table]
13639,Mihai Bor,M,25,171,67,Romania,ROU,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Team All-Around,NA,[Table]
13639,Mihai Bor,M,25,171,67,Romania,ROU,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Floor Exercise,NA,[Table]
13639,Mihai Bor,M,25,171,67,Romania,ROU,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horse Vault,NA,[Table]
13639,Mihai Bor,M,25,171,67,Romania,ROU,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Parallel Bars,NA,[Table]
13639,Mihai Bor,M,25,171,67,Romania,ROU,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Horizontal Bar,NA,[Table]
13639,Mihai Bor,M,25,171,67,Romania,ROU,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Rings,NA,[Table]
13639,Mihai Bor,M,25,171,67,Romania,ROU,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Pommelled Horse,NA,[Table]
13686,Ihor Viktorovych Borysyk,M,24,182,75,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 100 metres Breaststroke,NA,[Table]
13686,Ihor Viktorovych Borysyk,M,24,182,75,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 200 metres Breaststroke,NA,[Table]
13686,Ihor Viktorovych Borysyk,M,28,182,75,Ukraine,UKR,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 200 metres Breaststroke,NA,[Table]
13702,Peter George Bos,M,22,193,88,United States,USA,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Coxed Eights,NA,[Table]
14037,Marcel Jacques Amand Romain Boulenger,M,26,NA,NA,France,FRA,1900 Summer,1900,Summer,Paris,Fencing,"Fencing Men's Foil, Individual",Bronze,[Table]
14037,Marcel Jacques Amand Romain Boulenger,M,38,NA,NA,France,FRA,1912 Summer,1912,Summer,Stockholm,Art Competitions,Art Competitions Mixed Literature,NA,[Table]
14122,Jean-Pierre Renan Bourhis,M,21,178,73,Senegal,SEN,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Singles, Slalom",NA,[Table]
14315,"William George ""Billy"" Boyce",M,21,NA,NA,Australia,AUS,1948 Summer,1948,Summer,London,Boxing,Boxing Men's Welterweight,NA,[Table]
14618,Heather Brand,F,25,173,60,Zimbabwe,ZIM,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 100 metres Butterfly,NA,[Table]
14909,Emiliano Brembilla,M,17,185,78,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 400 metres Freestyle,NA,[Table]
14909,Emiliano Brembilla,M,17,185,78,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Swimming,"Swimming Men's 1,500 metres Freestyle",NA,[Table]
14909,Emiliano Brembilla,M,17,185,78,Italy,ITA,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,NA,[Table]
14909,Emiliano Brembilla,M,21,185,78,Italy,ITA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 400 metres Freestyle,NA,[Table]
14909,Emiliano Brembilla,M,21,185,78,Italy,ITA,2000 Summer,2000,Summer,Sydney,Swimming,"Swimming Men's 1,500 metres Freestyle",NA,[Table]
14909,Emiliano Brembilla,M,21,185,78,Italy,ITA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,NA,[Table]
14909,Emiliano Brembilla,M,25,185,78,Italy,ITA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 200 metres Freestyle,NA,[Table]
14909,Emiliano Brembilla,M,25,185,78,Italy,ITA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 400 metres Freestyle,NA,[Table]
14909,Emiliano Brembilla,M,25,185,78,Italy,ITA,2004 Summer,2004,Summer,Athina,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze,[Table]
14909,Emiliano Brembilla,M,29,185,78,Italy,ITA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 200 metres Freestyle,NA,[Table]
14909,Emiliano Brembilla,M,29,185,78,Italy,ITA,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,NA,[Table]
15047,Ilmrs Bricis,M,21,181,72,Latvia,LAT,1992 Winter,1992,Winter,Albertville,Biathlon,Biathlon Men's 10 kilometres Sprint,NA,[Table]
15047,Ilmrs Bricis,M,21,181,72,Latvia,LAT,1992 Winter,1992,Winter,Albertville,Biathlon,Biathlon Men's 20 kilometres,NA,[Table]
15047,Ilmrs Bricis,M,21,181,72,Latvia,LAT,1992 Winter,1992,Winter,Albertville,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,NA,[Table]
15047,Ilmrs Bricis,M,23,181,72,Latvia,LAT,1994 Winter,1994,Winter,Lillehammer,Biathlon,Biathlon Men's 10 kilometres Sprint,NA,[Table]
15047,Ilmrs Bricis,M,23,181,72,Latvia,LAT,1994 Winter,1994,Winter,Lillehammer,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,NA,[Table]
15047,Ilmrs Bricis,M,27,181,72,Latvia,LAT,1998 Winter,1998,Winter,Nagano,Biathlon,Biathlon Men's 10 kilometres Sprint,NA,[Table]
15047,Ilmrs Bricis,M,27,181,72,Latvia,LAT,1998 Winter,1998,Winter,Nagano,Biathlon,Biathlon Men's 20 kilometres,NA,[Table]
15047,Ilmrs Bricis,M,27,181,72,Latvia,LAT,1998 Winter,1998,Winter,Nagano,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,NA,[Table]
15047,Ilmrs Bricis,M,31,181,72,Latvia,LAT,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Men's 10 kilometres Sprint,NA,[Table]
15047,Ilmrs Bricis,M,31,181,72,Latvia,LAT,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Men's 12.5 kilometres Pursuit,NA,[Table]
15047,Ilmrs Bricis,M,31,181,72,Latvia,LAT,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Men's 20 kilometres,NA,[Table]
15047,Ilmrs Bricis,M,31,181,72,Latvia,LAT,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,NA,[Table]
15047,Ilmrs Bricis,M,35,181,72,Latvia,LAT,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 10 kilometres Sprint,NA,[Table]
15047,Ilmrs Bricis,M,35,181,72,Latvia,LAT,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 12.5 kilometres Pursuit,NA,[Table]
15047,Ilmrs Bricis,M,35,181,72,Latvia,LAT,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 15 kilometres Mass Start,NA,[Table]
15047,Ilmrs Bricis,M,35,181,72,Latvia,LAT,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 20 kilometres,NA,[Table]
15047,Ilmrs Bricis,M,35,181,72,Latvia,LAT,2006 Winter,2006,Winter,Torino,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,NA,[Table]
15047,Ilmrs Bricis,M,39,181,72,Latvia,LAT,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 10 kilometres Sprint,NA,[Table]
15047,Ilmrs Bricis,M,39,181,72,Latvia,LAT,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 12.5 kilometres Pursuit,NA,[Table]
15047,Ilmrs Bricis,M,39,181,72,Latvia,LAT,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 20 kilometres,NA,[Table]
15047,Ilmrs Bricis,M,39,181,72,Latvia,LAT,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,NA,[Table]
15271,Claude Brodin,M,26,169,62,France,FRA,1960 Summer,1960,Summer,Roma,Fencing,"Fencing Men's epee, Team",NA,[Table]
15271,Claude Brodin,M,30,169,62,France,FRA,1964 Summer,1964,Summer,Tokyo,Fencing,"Fencing Men's epee, Team",Bronze,[Table]
15312,Raivis Broks,M,25,192,102,Latvia,LAT,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Men's Four,NA,[Table]
15312,Raivis Broks,M,29,192,102,Latvia-2,LAT,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Men's Four,NA,[Table]
15824,Francesco Bruno,M,26,170,65,Italy,ITA,2004 Summer,2004,Summer,Athina,Shooting,"Shooting Men's Air Pistol, 10 metres",NA,[Table]
15824,Francesco Bruno,M,26,170,65,Italy,ITA,2004 Summer,2004,Summer,Athina,Shooting,"Shooting Men's Free Pistol, 50 metres",NA,[Table]
15824,Francesco Bruno,M,30,170,65,Italy,ITA,2008 Summer,2008,Summer,Beijing,Shooting,"Shooting Men's Free Pistol, 50 metres",NA,[Table]
15824,Francesco Bruno,M,34,170,65,Italy,ITA,2012 Summer,2012,Summer,London,Shooting,"Shooting Men's Air Pistol, 10 metres",NA,[Table]
